CGPA,IQ,Communication,Programming,Internship,Projects,Attendance,Placement
9.76,83,10,9,0,6,62,1
5.1,89,5,7,1,0,74,1
7.25,105,6,3,2,3,93,1
6.46,89,5,10,1,1,68,1
7.32,82,8,4,2,5,75,1
9.79,92,8,8,2,6,64,1
6.0,99,3,5,3,1,82,1
9.79,135,5,2,3,0,75,1
8.25,80,8,1,0,2,69,1
5.22,123,10,3,1,6,75,1
8.43,90,2,6,1,6,83,1
5.77,114,2,3,0,3,72,0
8.71,92,4,9,3,1,74,1
5.29,137,10,6,3,5,72,1
7.26,106,3,9,1,3,88,1
8.13,82,2,8,2,3,86,1
5.63,111,3,8,0,1,78,1
5.06,137,9,3,2,3,100,1
5.4,140,10,7,0,6,86,1
7.8,122,5,5,1,4,74,1
8.47,84,5,6,2,0,85,1
8.89,91,8,3,2,4,89,1
7.84,86,9,5,2,0,90,1
8.83,107,9,4,3,1,79,1
8.29,96,6,6,1,6,76,1
5.04,120,6,9,0,4,78,1
9.92,83,10,3,0,4,80,1
6.76,97,1,2,3,2,70,1
9.21,116,5,7,1,6,89,1
7.42,136,4,4,1,3,99,1
7.15,107,1,9,1,6,69,1
7.43,119,10,2,2,3,91,1
6.49,110,7,4,2,6,75,1
7.88,111,3,7,3,0,85,1
8.85,85,2,3,1,4,90,1
7.56,95,7,7,0,3,72,1
8.83,103,5,8,3,3,92,1
8.05,88,2,8,2,2,88,1
9.08,139,7,7,0,2,90,1
8.16,130,3,10,1,1,96,1
7.3,106,5,4,3,6,100,1
8.13,96,9,4,0,1,61,1
8.83,113,3,2,2,5,88,1
6.77,124,1,2,0,4,86,1
7.96,135,7,2,0,2,88,1
5.34,116,9,5,1,5,65,1
5.77,126,8,1,0,2,90,1
8.1,120,1,6,0,4,75,1
9.94,86,5,10,1,5,66,1
5.09,120,6,3,0,0,92,0
6.11,95,5,10,2,4,73,1
6.65,127,10,8,2,4,84,1
7.98,80,10,1,0,4,80,1
6.0,92,4,9,1,6,95,1
5.25,103,2,1,2,6,94,1
6.72,120,2,6,3,5,96,1
7.18,140,10,6,2,1,62,1
7.96,128,10,7,1,1,73,1
6.26,99,1,5,0,3,98,1
7.0,137,10,4,0,4,71,1
7.73,104,5,8,0,1,73,1
6.82,124,2,9,3,4,88,1
6.19,127,9,7,3,4,62,1
9.31,115,6,1,2,0,85,1
9.06,104,2,3,0,1,63,1
5.32,124,1,5,1,5,64,1
5.38,117,4,8,3,4,81,1
5.68,119,6,10,0,3,95,1
5.62,139,1,3,0,4,95,1
6.97,81,4,2,2,2,70,1
9.99,111,10,10,2,6,66,1
8.91,108,1,10,3,3,88,1
8.32,123,5,6,0,1,60,1
6.03,110,3,10,1,1,93,1
9.26,115,10,10,0,5,88,1
7.68,138,8,3,3,2,86,1
9.05,130,7,1,3,3,63,1
8.37,126,8,6,3,1,84,1
6.65,97,3,3,0,4,87,1
5.4,93,1,6,1,3,91,1
8.94,85,8,8,2,5,64,1
8.52,108,5,3,3,6,70,1
6.73,126,6,6,0,1,91,1
7.53,104,9,4,2,4,89,1
7.3,98,10,10,0,5,70,1
7.54,97,6,7,2,1,79,1
6.42,121,8,6,3,2,96,1
9.01,135,4,2,0,5,97,1
6.48,112,4,7,3,5,62,1
8.33,102,5,5,0,1,87,1
9.74,125,7,10,0,1,63,1
9.55,129,7,4,2,0,72,1
7.11,134,4,5,3,0,88,1
7.63,137,7,7,3,1,73,1
7.75,109,6,4,1,4,75,1
7.4,124,8,5,0,3,62,1
8.62,130,10,10,2,1,75,1
9.84,91,8,8,1,4,75,1
7.36,91,6,8,2,0,78,1
7.82,86,8,3,2,0,63,1
8.44,132,5,2,0,2,79,1
9.38,96,3,10,3,6,99,1
7.09,136,4,5,1,5,89,1
5.02,124,6,7,2,3,90,1
7.98,101,10,6,2,0,74,1
8.86,133,1,4,1,3,63,1
6.2,119,1,2,1,4,93,1
7.44,125,2,5,2,1,84,1
7.79,123,10,4,3,0,84,1
8.06,128,2,7,2,2,97,1
5.76,92,10,8,2,2,72,1
9.11,87,6,2,3,5,92,1
5.0,129,9,8,1,2,67,1
5.75,116,9,5,3,3,99,1
8.99,109,6,1,0,6,84,1
7.97,101,10,4,3,1,87,1
9.65,103,6,6,2,5,92,1
7.61,122,4,6,2,5,70,1
9.18,96,3,5,0,0,62,1
5.53,87,3,10,3,3,85,1
7.26,96,10,5,1,4,66,1
5.28,106,2,9,2,0,82,1
5.16,84,3,5,0,4,88,1
9.59,122,9,5,0,6,60,1
5.78,111,4,4,2,5,62,1
7.0,92,6,3,0,2,60,0
9.13,93,9,2,1,0,66,1
8.37,127,8,6,0,1,63,1
6.24,96,8,2,1,6,72,1
5.45,84,9,3,3,1,88,1
8.98,109,2,4,0,0,75,1
7.53,91,6,4,1,4,90,1
5.22,100,5,8,0,2,85,1
6.9,126,7,9,2,3,82,1
7.02,140,7,10,0,6,75,1
6.12,125,5,9,3,6,89,1
6.76,108,2,5,2,0,87,1
6.97,135,2,4,3,6,61,1
6.48,119,4,9,0,6,89,1
5.53,84,8,1,2,2,61,1
5.65,139,9,6,2,0,96,1
9.87,84,1,10,1,5,88,1
7.03,138,10,1,2,4,96,1
8.52,103,5,8,0,1,83,1
8.95,90,9,1,3,5,98,1
8.93,138,1,8,2,3,98,1
8.82,95,8,9,2,4,100,1
9.15,122,5,7,2,1,84,1
9.7,103,5,9,0,3,75,1
7.9,129,10,1,2,3,67,1
8.65,106,7,8,1,3,85,1
9.24,130,3,9,0,6,74,1
5.66,114,10,8,2,1,68,1
8.63,128,9,1,0,2,76,1
9.2,139,5,8,2,4,69,1
8.11,93,7,3,2,4,79,1
5.44,138,3,1,0,1,84,0
9.29,89,8,8,3,1,87,1
8.7,113,9,7,1,1,80,1
7.76,120,1,2,0,3,73,1
5.79,91,5,9,3,2,75,1
6.85,91,1,8,2,2,96,1
5.06,90,6,3,3,6,96,1
6.85,120,10,8,2,5,88,1
9.58,80,3,7,1,0,77,1
8.32,138,10,3,1,0,82,1
6.29,133,2,8,3,6,100,1
9.92,132,1,7,2,5,74,1
9.57,103,3,4,0,4,70,1
9.43,123,5,4,3,2,63,1
8.76,112,8,8,1,0,62,1
6.98,86,1,1,0,3,91,0
9.26,91,10,1,2,4,85,1
6.98,118,9,2,2,3,99,1
5.2,134,1,7,3,4,89,1
7.25,117,10,9,0,0,87,1
7.78,140,2,7,0,3,79,1
5.3,105,4,10,2,5,76,1
9.98,137,6,4,2,6,68,1
8.17,105,6,10,0,2,65,1
5.59,93,7,9,3,1,97,1
8.94,114,7,4,0,3,70,1
6.54,140,7,8,0,5,96,1
8.49,135,6,9,2,5,93,1
9.79,108,9,9,1,0,83,1
6.05,98,1,9,2,0,92,1
5.49,125,7,3,3,3,75,1
8.46,93,10,2,3,4,94,1
5.53,88,2,5,3,6,94,1
8.38,138,2,6,0,5,64,1
6.09,92,4,9,0,3,84,1
5.26,109,3,3,2,3,100,1
6.73,113,7,10,0,0,64,1
8.16,91,10,5,1,5,77,1
7.22,137,10,7,0,1,68,1
8.13,99,6,1,1,0,69,1
6.16,125,9,7,3,3,78,1
6.96,93,6,7,1,5,81,1
9.37,108,10,4,1,1,61,1
8.38,123,10,9,3,0,88,1
5.38,135,3,2,2,1,100,1
7.02,113,8,9,1,0,64,1
7.86,86,1,6,1,1,64,1
6.7,88,1,9,0,5,64,1
6.44,139,7,10,3,3,91,1
9.6,130,8,3,2,0,80,1
9.5,132,8,9,0,6,88,1
7.5,100,9,9,3,2,89,1
8.97,120,2,10,3,5,95,1
5.87,81,8,6,1,1,64,1
7.33,138,5,3,3,0,65,1
5.55,86,1,10,0,5,98,1
5.83,89,2,1,2,1,72,0
7.19,103,8,6,0,1,100,1
9.1,101,7,2,1,3,72,1
9.25,93,4,7,0,1,73,1
6.37,119,8,2,2,0,67,1
9.25,122,2,3,0,3,89,1
5.23,96,10,6,0,5,60,1
7.1,131,9,3,3,5,74,1
7.65,107,3,6,3,5,88,1
7.51,99,7,10,2,0,98,1
9.46,100,3,4,1,3,95,1
9.54,110,9,4,0,0,62,1
7.05,91,7,1,3,5,90,1
6.88,87,8,4,3,0,64,1
6.42,91,8,6,0,5,84,1
5.54,136,2,7,1,4,69,1
9.83,95,5,1,0,1,91,1
9.91,123,5,9,0,5,65,1
6.1,120,7,1,2,4,75,1
8.67,92,5,1,0,5,90,1
9.19,125,6,10,3,3,67,1
9.22,86,10,7,2,0,83,1
7.47,109,4,4,2,6,95,1
8.97,119,2,6,0,2,84,1
9.49,98,1,7,3,6,73,1
9.95,122,8,10,3,1,79,1
7.01,103,1,2,2,6,96,1
6.57,132,6,10,0,4,82,1
7.19,131,4,8,2,6,89,1
5.43,108,3,9,0,0,61,1
8.89,105,6,8,1,6,65,1
5.23,115,2,4,3,0,61,0
6.81,124,2,9,0,1,78,1
7.59,123,10,1,0,4,61,1
8.23,125,9,3,1,5,99,1
9.78,104,4,8,2,2,89,1
9.5,133,3,4,2,1,93,1
5.84,99,4,9,3,5,80,1
8.25,121,7,2,3,3,77,1
6.68,131,10,6,0,4,91,1
7.91,122,1,4,3,0,66,1
8.54,111,1,2,2,2,80,1
7.06,114,8,8,1,1,93,1
8.36,107,4,3,2,0,88,1
7.78,132,6,6,0,5,67,1
8.59,133,2,7,0,4,80,1
8.4,87,2,6,2,2,61,1
9.61,100,10,10,1,6,81,1
8.24,113,5,10,0,6,83,1
9.96,133,5,9,0,3,95,1
6.42,123,5,8,2,1,62,1
5.65,134,5,6,1,0,70,1
6.09,112,5,3,1,0,65,1
7.67,134,2,2,2,5,73,1
5.19,108,10,2,2,3,97,1
9.9,108,10,8,0,2,71,1
8.54,122,5,5,1,0,64,1
9.24,117,8,4,3,0,100,1
7.29,83,3,3,3,0,72,1
9.8,119,6,7,2,2,62,1
7.76,116,10,3,3,2,96,1
7.88,131,5,2,0,6,69,1
9.9,125,4,6,0,1,85,1
9.89,84,2,2,0,6,66,1
9.86,118,6,8,0,2,70,1
5.83,139,1,6,0,2,89,1
9.45,117,9,10,1,5,88,1
7.07,133,9,10,2,6,72,1
6.32,119,9,3,0,3,64,1
5.62,132,6,6,2,3,92,1
9.17,99,4,3,2,2,60,1
5.31,84,1,3,0,1,99,0
5.81,82,5,10,1,1,60,1
6.03,124,4,4,1,5,69,1
6.55,93,5,7,1,5,96,1
6.71,110,8,7,3,2,76,1
9.51,125,2,10,3,2,67,1
6.05,80,5,8,3,3,62,1
7.97,104,8,7,1,6,86,1
5.22,115,9,3,1,3,75,1
5.89,110,5,4,3,4,99,1
7.29,122,1,3,2,0,85,1
5.47,88,9,5,3,2,89,1
7.03,137,6,1,1,5,90,1
8.87,88,7,7,2,4,82,1
6.05,84,10,3,0,2,71,1
5.89,80,5,5,2,1,65,1
5.67,121,10,5,3,1,62,1
8.36,115,3,10,2,2,78,1
9.22,113,6,8,2,6,72,1
6.95,93,9,8,3,0,88,1
7.88,133,2,10,3,6,65,1
8.41,137,7,2,2,2,96,1
5.32,95,6,10,0,1,86,1
7.68,127,2,4,2,3,73,1
8.54,128,9,8,3,6,62,1
5.66,139,9,1,0,5,81,1
6.12,116,3,4,3,2,68,1
8.06,132,5,4,2,5,72,1
8.41,92,3,1,0,5,67,1
8.48,126,6,3,2,1,78,1
6.26,103,8,8,2,2,76,1
8.2,92,10,5,3,6,71,1
8.69,123,2,1,0,2,90,1
7.36,83,7,6,3,0,82,1
8.23,114,5,9,2,5,68,1
6.73,95,5,2,0,5,94,1
8.48,114,3,5,3,3,98,1
5.49,89,3,6,1,4,62,1
6.09,91,3,2,1,2,97,1
6.16,134,9,5,0,0,66,1
6.02,82,6,1,0,5,85,0
6.07,100,10,9,0,5,87,1
8.28,117,5,9,3,0,84,1
9.52,93,2,8,3,0,83,1
8.66,87,9,3,2,5,73,1
5.07,112,2,6,2,3,95,1
7.24,93,8,6,0,5,69,1
6.41,122,10,4,1,0,75,1
5.2,102,7,5,2,5,64,1
9.14,100,7,8,1,2,66,1
9.93,105,3,6,3,0,80,1
6.38,139,1,2,1,2,100,1
6.92,87,4,8,0,3,83,1
7.68,138,8,10,0,1,84,1
6.32,107,6,5,1,0,78,1
9.99,131,10,7,2,0,77,1
5.07,129,5,6,0,1,66,1
7.95,124,8,8,2,3,61,1
9.18,116,9,7,0,1,75,1
8.33,84,1,10,3,0,64,1
8.16,139,2,3,0,3,99,1
8.95,137,3,6,1,3,78,1
8.81,103,5,10,3,3,88,1
8.7,127,2,10,0,3,62,1
7.53,140,4,10,1,4,70,1
8.8,131,4,2,3,5,67,1
8.88,131,3,2,3,3,61,1
7.85,134,10,9,2,5,96,1
6.23,101,4,5,1,3,69,1
9.59,101,8,8,2,0,81,1
5.82,132,3,6,0,1,81,1
9.45,103,1,10,0,2,91,1
8.81,136,9,5,0,2,92,1
8.32,98,10,10,3,6,80,1
8.88,85,2,7,1,1,74,1
9.48,84,7,1,1,0,92,1
7.23,82,5,9,3,3,64,1
9.74,121,1,7,2,4,60,1
8.01,87,5,2,1,1,74,1
8.51,104,8,2,0,4,72,1
9.95,83,2,5,3,0,87,1
7.29,109,2,3,3,0,90,1
5.53,118,1,2,2,5,78,1
6.77,92,2,6,0,2,87,1
6.02,91,7,5,0,1,64,1
6.72,108,5,7,3,0,63,1
6.52,80,10,10,1,2,76,1
9.28,91,10,7,0,4,96,1
7.2,114,9,3,1,4,71,1
5.13,135,7,1,0,0,72,0
9.76,92,4,7,0,2,61,1
7.72,119,7,10,3,5,89,1
9.5,136,8,8,3,3,64,1
5.25,137,6,2,2,5,81,1
7.9,138,6,8,1,4,81,1
6.23,107,6,5,0,3,91,1
7.01,80,6,2,3,6,93,1
5.71,89,1,2,3,3,93,1
8.09,82,7,4,1,2,83,1
5.04,126,4,8,0,3,76,1
9.53,113,2,5,1,4,95,1
7.46,118,8,8,3,0,66,1
5.35,114,1,6,0,6,98,1
7.18,131,4,8,3,5,83,1
5.78,100,9,7,0,1,71,1
9.07,118,8,4,1,3,98,1
6.81,86,4,1,1,5,98,1
5.83,87,10,9,1,6,82,1
7.35,96,6,7,2,5,94,1
5.16,94,9,1,2,4,66,1
5.67,87,10,2,2,3,75,1
9.18,82,8,5,2,6,80,1
5.11,129,7,5,2,2,77,1
7.78,140,9,3,0,0,94,1
8.35,125,2,7,1,5,98,1
6.59,97,3,1,2,5,99,1
8.48,86,10,7,1,1,70,1
8.42,122,10,9,0,3,67,1
9.1,119,8,6,0,0,82,1
6.87,108,2,2,0,6,66,0
7.52,108,3,2,1,2,61,0
8.62,106,7,9,0,3,87,1
6.82,87,10,2,2,3,74,1
6.32,82,2,3,1,6,83,1
5.55,121,2,1,2,1,88,0
8.4,109,1,9,1,2,71,1
5.83,87,5,1,3,0,91,1
7.96,112,4,5,0,3,75,1
5.32,87,9,1,0,3,73,1
6.91,93,9,5,0,2,88,1
9.32,128,1,2,1,1,70,1
7.93,103,4,9,2,2,65,1
8.34,132,10,8,0,2,89,1
6.2,98,7,8,1,6,90,1
9.28,127,10,5,1,5,61,1
9.56,132,8,6,3,0,93,1
7.03,135,8,2,3,6,76,1
8.82,81,3,9,0,0,75,1
7.61,129,2,4,0,1,89,1
9.73,90,8,6,2,1,79,1
7.87,128,1,6,2,5,67,1
7.71,86,2,6,2,6,77,1
5.42,99,3,2,2,4,88,1
7.8,126,8,7,0,4,85,1
5.1,138,7,5,2,5,75,1
8.62,134,3,10,0,4,83,1
7.1,112,4,10,0,0,74,1
7.79,130,4,9,2,0,100,1
8.5,92,1,7,0,2,67,1
5.52,100,10,4,2,3,61,1
9.24,93,9,9,2,2,91,1
5.71,104,3,10,1,1,97,1
5.45,103,10,10,3,5,78,1
6.52,124,3,2,2,1,87,1
6.96,109,8,3,3,2,77,1
9.0,133,1,10,3,1,98,1
6.04,121,9,1,3,1,81,1
7.12,126,6,10,2,0,74,1
6.32,101,9,4,3,3,84,1
9.44,88,5,10,1,5,79,1
7.44,126,1,6,2,5,96,1
6.66,119,7,8,0,3,84,1
6.26,124,5,3,2,1,83,1
6.41,137,3,6,2,2,86,1
5.97,123,9,6,3,0,63,1
5.58,118,6,4,0,6,76,1
6.13,89,7,6,3,2,77,1
7.45,101,10,2,3,3,66,1
6.25,83,7,8,0,3,93,1
8.8,138,6,4,1,2,60,1
7.1,96,4,9,2,0,99,1
5.91,93,8,4,1,4,98,1
6.59,108,2,2,2,6,64,1
8.94,114,5,3,3,6,65,1
6.84,124,8,3,1,0,60,1
9.7,126,4,4,1,2,65,1
7.22,132,7,1,2,1,77,1
6.86,138,8,7,3,6,90,1
7.88,123,5,8,1,1,100,1
5.18,122,10,6,0,5,66,1
5.46,99,5,4,0,5,85,1
5.09,128,4,1,3,6,100,1
5.82,115,6,7,1,5,76,1
8.84,113,2,2,2,1,75,1
9.54,111,6,1,2,3,89,1
7.79,112,3,8,0,1,96,1
7.6,105,5,3,2,5,99,1
5.34,102,7,6,1,3,77,1
7.31,123,9,6,2,0,97,1
7.02,92,5,1,2,1,83,1
7.74,139,4,1,0,6,87,1
5.32,126,10,6,2,5,74,1
5.13,110,8,8,0,6,65,1
7.35,119,5,4,2,2,85,1
8.61,128,10,2,0,4,68,1
8.12,107,7,1,1,1,79,1
7.72,122,4,8,0,3,93,1
5.45,138,6,1,3,2,75,1
6.71,82,1,7,1,1,70,1
7.24,114,7,5,2,0,84,1
9.05,118,4,7,0,4,97,1
5.46,82,5,7,3,2,93,1
7.62,119,7,5,2,2,78,1
9.99,88,5,9,3,4,97,1
5.85,100,8,9,2,2,61,1
7.86,105,8,10,1,1,92,1
6.12,136,9,4,2,4,61,1
9.39,103,10,2,2,4,88,1
5.55,89,6,9,2,4,92,1
8.17,128,3,6,3,3,85,1
9.58,87,7,7,1,1,84,1
6.79,106,10,7,3,3,82,1
9.23,95,9,3,2,1,77,1
6.48,112,7,6,1,5,87,1
9.22,89,4,1,2,5,92,1
8.76,119,5,7,0,6,64,1
9.57,126,2,3,3,5,81,1
5.83,101,6,10,1,2,69,1
7.65,125,1,4,3,1,87,1
7.76,80,3,4,3,0,70,1
5.52,110,5,8,1,2,99,1
5.83,140,7,6,2,3,66,1
6.62,140,9,4,3,2,64,1
8.33,120,5,2,3,0,82,1
9.11,119,7,1,1,5,76,1
6.22,82,7,9,2,1,98,1
9.64,114,4,8,1,6,73,1
9.77,131,6,7,2,6,74,1
6.62,120,7,5,0,3,87,1
6.82,90,1,2,3,1,67,1
9.29,124,3,8,0,0,60,1
7.11,108,7,4,0,0,77,1
8.3,131,8,9,2,4,70,1
9.66,85,5,8,0,2,86,1
7.65,119,5,3,0,2,65,1
6.37,89,4,2,0,5,72,0
7.85,113,9,7,3,3,66,1
8.86,103,6,2,0,6,68,1
6.88,107,7,5,1,3,73,1
6.72,130,1,4,2,3,65,1
6.48,105,2,9,0,0,69,1
9.76,85,6,4,0,2,77,1
9.98,136,2,10,2,5,62,1
5.93,82,6,5,3,5,66,1
5.27,94,4,10,1,2,98,1
8.46,139,3,10,3,2,92,1
7.71,81,8,6,0,4,75,1
9.02,91,5,10,0,1,90,1
9.44,138,8,8,0,0,90,1
7.21,103,5,9,2,3,97,1
7.22,101,7,7,2,2,61,1
9.32,104,2,9,2,4,81,1
8.94,118,3,8,3,4,98,1
9.46,87,9,4,3,5,77,1
9.74,93,4,4,2,5,71,1
8.46,128,3,4,2,6,67,1
8.93,124,3,10,2,0,83,1
7.81,80,7,8,0,0,84,1
5.68,129,5,5,1,1,90,1
7.98,88,3,7,2,4,74,1
9.54,94,8,4,3,5,66,1
7.35,134,9,10,2,2,93,1
9.47,95,6,1,1,0,99,1
7.26,118,6,8,1,0,97,1
7.94,91,10,5,0,2,65,1
9.3,98,5,5,2,3,73,1
5.21,94,2,2,2,2,80,0
7.82,110,3,3,0,3,76,1
7.14,107,8,5,1,1,100,1
8.79,89,8,9,1,4,63,1
5.45,130,5,9,0,1,80,1
5.69,105,6,6,0,5,81,1
8.52,81,10,3,2,0,75,1
6.31,108,6,8,0,3,91,1
7.43,89,4,1,0,6,100,1
9.78,106,3,7,1,1,86,1
7.3,101,2,4,2,3,91,1
9.03,91,4,6,2,1,81,1
8.83,135,3,1,3,0,64,1
8.19,128,6,1,3,4,93,1
7.39,129,10,10,3,3,91,1
9.57,110,5,1,0,0,64,1
9.79,103,2,5,2,6,93,1
7.4,108,7,2,3,5,80,1
7.29,109,9,10,0,4,90,1
8.09,135,8,7,0,0,92,1
9.16,111,2,4,3,6,87,1
7.72,112,1,10,3,1,96,1
8.95,103,4,5,3,6,67,1
5.38,80,9,3,2,6,90,1
5.19,83,4,1,0,2,76,0
8.83,124,2,6,1,3,81,1
5.65,105,10,4,1,0,73,1
8.81,106,10,1,1,3,64,1
9.7,90,10,4,1,4,84,1
5.31,96,8,8,0,5,62,1
5.18,84,10,6,3,1,63,1
5.15,82,8,5,1,6,65,1
7.4,99,4,10,3,0,88,1
8.56,133,7,2,1,6,70,1
7.33,117,5,2,3,4,83,1
5.13,137,6,7,1,3,77,1
9.69,120,4,1,2,1,69,1
8.53,92,9,6,1,3,78,1
9.41,108,10,3,1,6,78,1
9.41,94,8,10,1,3,98,1
5.17,99,5,10,3,6,73,1
8.56,80,6,8,0,4,86,1
7.56,98,4,6,0,0,85,1
7.05,105,9,2,2,3,84,1
5.99,87,3,4,2,4,86,1
5.1,95,6,1,0,2,83,0
8.3,90,10,8,0,2,82,1
8.23,90,6,10,3,4,71,1
9.58,139,2,2,3,5,60,1
9.63,114,9,1,1,4,99,1
8.74,115,2,3,0,0,88,1
6.06,121,6,3,3,5,77,1
8.68,83,6,9,0,2,92,1
6.15,106,6,7,3,6,66,1
8.47,123,7,7,3,2,60,1
8.08,95,3,7,1,0,63,1
8.15,100,1,7,0,5,90,1
7.98,119,2,1,3,3,64,1
6.08,99,1,6,0,2,60,0
7.06,85,3,6,3,0,90,1
7.41,94,1,8,1,4,95,1
8.33,117,5,2,1,5,95,1
8.24,135,8,4,2,1,76,1
6.99,116,8,5,0,1,72,1
9.98,123,8,8,3,5,73,1
5.96,126,8,3,1,5,61,1
7.44,108,9,4,3,5,67,1
5.51,128,10,9,3,2,90,1
5.12,95,4,7,1,0,68,1
9.62,108,5,9,3,5,93,1
6.12,109,10,10,0,5,60,1
7.91,98,2,9,0,4,70,1
5.97,131,5,9,0,2,69,1
8.76,125,9,8,2,3,76,1
5.09,95,5,9,1,4,95,1
6.02,86,1,4,2,5,76,1
7.43,136,4,2,0,6,80,1
7.48,118,10,6,1,1,84,1
8.74,118,8,3,1,1,95,1
9.46,87,1,10,1,3,61,1
8.2,114,8,10,2,5,93,1
5.42,93,3,8,0,4,60,1
6.95,105,8,2,2,2,73,1
7.69,111,5,2,1,5,100,1
5.06,110,6,10,0,0,98,1
8.74,89,5,3,1,5,75,1
6.42,124,5,1,3,0,76,1
6.88,112,7,8,2,2,67,1
7.71,118,6,9,0,0,94,1
5.24,88,7,1,0,2,84,0
8.96,97,10,9,1,2,70,1
5.76,140,1,6,2,4,82,1
7.51,118,8,4,0,4,86,1
5.35,113,3,7,2,4,90,1
8.02,82,2,7,3,1,64,1
6.54,138,6,7,3,0,62,1
7.84,115,8,7,3,4,80,1
7.95,132,3,3,3,6,87,1
7.32,99,10,4,2,6,67,1
9.98,96,6,9,3,5,79,1
9.49,116,3,2,2,0,84,1
7.28,101,8,2,2,5,61,1
6.91,84,7,10,2,1,61,1
7.17,115,8,4,3,2,71,1
5.59,126,3,5,2,1,88,1
8.48,80,8,8,3,0,98,1
7.13,109,1,8,1,2,74,1
6.04,127,5,5,0,1,76,1
9.86,87,7,2,0,5,68,1
8.01,121,4,3,0,6,65,1
8.63,121,6,4,3,3,85,1
7.07,88,2,9,3,4,99,1
8.46,123,3,6,1,6,71,1
6.26,138,8,3,1,6,80,1
9.75,135,2,3,1,4,64,1
6.73,93,9,4,0,2,78,1
5.87,139,4,2,1,6,98,1
9.99,91,3,5,3,5,72,1
6.95,101,4,4,2,1,85,1
8.95,84,7,3,0,3,65,1
6.51,109,8,8,3,3,66,1
7.28,127,4,10,2,5,78,1
8.24,126,5,10,0,2,79,1
7.66,137,8,2,1,3,78,1
8.58,126,3,2,1,5,93,1
7.29,118,9,3,2,3,73,1
8.45,86,2,8,3,4,83,1
8.63,134,3,5,3,5,60,1
8.44,115,8,8,0,0,64,1
8.15,113,2,3,3,1,99,1
8.38,103,1,7,1,2,87,1
6.31,106,3,6,3,4,91,1
8.84,120,3,5,3,3,93,1
5.99,137,7,9,1,5,70,1
7.97,100,2,8,2,6,94,1
9.55,136,4,6,0,0,70,1
7.75,99,4,9,0,1,61,1
6.47,85,1,8,0,6,79,1
5.47,94,6,8,0,4,70,1
6.53,105,1,2,1,2,95,1
6.49,85,1,6,3,1,100,1
8.17,128,7,5,3,5,95,1
5.29,89,1,6,3,1,95,1
9.68,125,10,10,1,4,95,1
9.95,138,8,6,0,3,73,1
7.66,121,4,4,2,0,63,1
6.69,81,9,7,0,4,68,1
7.36,123,3,8,1,1,75,1
8.84,136,2,5,2,0,100,1
7.23,115,5,4,3,3,72,1
5.71,80,6,7,3,3,98,1
9.42,128,8,2,0,3,78,1
7.48,124,8,5,1,3,85,1
7.25,107,6,1,3,6,62,1
6.69,109,1,3,3,6,96,1
9.94,80,1,1,0,5,64,1
9.38,97,1,8,0,4,85,1
6.63,97,10,5,0,2,74,1
8.11,115,8,5,0,6,94,1
6.79,127,1,5,2,2,89,1
8.17,138,10,10,0,6,79,1
6.97,92,3,1,0,0,85,0
9.24,107,9,9,3,3,82,1
5.05,132,9,6,3,5,78,1
7.45,100,1,3,0,1,85,1
7.0,80,6,5,2,0,71,1
8.66,91,8,6,3,6,85,1
5.68,106,1,4,0,6,87,1
8.97,108,7,7,3,2,84,1
7.28,128,1,6,2,0,62,1
7.43,116,8,4,0,6,72,1
5.41,93,9,2,0,5,83,1
7.0,102,1,4,0,0,94,0
7.6,116,3,5,0,4,80,1
9.3,96,9,1,3,1,72,1
9.88,115,8,2,3,0,72,1
7.43,89,10,5,3,0,78,1
7.68,130,5,9,0,1,68,1
9.59,99,3,4,0,5,84,1
8.19,121,7,7,1,6,85,1
10.0,118,9,9,1,1,96,1
7.07,138,10,1,1,3,64,1
7.69,138,2,4,0,4,62,1
8.44,131,7,8,2,6,63,1
9.35,138,10,7,2,3,66,1
5.82,127,10,2,3,1,92,1
7.75,106,1,10,3,0,87,1
8.19,81,10,2,1,2,69,1
8.58,134,2,8,2,2,82,1
7.66,87,10,2,3,5,96,1
9.19,117,4,1,2,1,80,1
9.56,102,8,10,0,5,73,1
5.08,113,7,3,3,6,80,1
8.22,123,9,7,0,0,79,1
9.01,105,1,3,3,0,86,1
9.06,91,7,1,0,6,72,1
6.59,134,7,7,3,3,91,1
5.96,119,5,3,2,3,98,1
5.6,111,10,2,2,6,91,1
7.58,109,4,9,2,3,68,1
7.49,104,3,8,0,0,89,1
5.8,84,3,5,3,0,97,1
9.65,82,4,10,0,0,89,1
9.19,134,4,10,0,3,81,1
5.1,105,10,1,2,3,64,1
7.2,101,5,9,3,2,94,1
8.01,125,2,3,0,0,73,0
9.38,97,6,6,3,0,61,1
9.6,136,9,8,1,5,78,1
7.1,128,4,9,0,4,72,1
6.86,133,4,1,2,0,77,1
9.57,102,3,8,1,0,64,1
7.72,87,4,10,2,2,96,1
7.43,118,3,4,3,6,93,1
7.15,135,9,6,3,6,95,1
6.7,97,9,3,3,0,73,1
5.88,116,2,5,3,3,98,1
6.74,81,3,2,3,0,92,1
5.49,101,10,4,3,2,74,1
5.78,83,2,1,3,6,64,1
9.99,84,7,3,2,3,68,1
8.81,94,4,2,2,5,87,1
9.57,140,10,7,1,1,89,1
9.89,129,5,4,3,0,96,1
7.97,108,9,8,3,1,76,1
9.72,116,1,4,3,3,61,1
